Source Name	Characteristics[organism]	Characteristics[organism part]	Characteristics[cell type]	Characteristics[cell line]	Characteristics[disease]	Characteristics[growth condition]	Characteristics[sintering temperature]	Unit[temperature unit]	Term Source REF	Term Accession Number	Characteristics[etching process]	Provider	Material Type	Description	Protocol REF	Protocol REF	Protocol REF	Protocol REF	Protocol REF	Extract Name	Protocol REF	Labeled Extract Name	Label	Protocol REF	Assay Name	Technology Type	Array Design REF	Term Source REF	Protocol REF	Array Data Matrix File	Comment [ArrayExpress Data Matrix FTP file]	Protocol REF	Derived Array Data File	Comment [Derived ArrayExpress FTP file]	Factor Value[growth condition]	Factor Value[sintering temperature]	Unit[temperature unit]	Term Source REF	Term Accession Number
7509379022_C	Homo sapiens	bone	fibroblast	MG-63 cell	osteosarcoma	biphasic calcium phosphate	1150	degree celsius	EFO	UO_0000027	not applicable	Xpand Biotechnology	cell	MG-63_BCP 1150_Xpand Biotechnology_HA=80;TCP=20_rep3	P-MTAB-79114	P-MTAB-79119	P-MTAB-79120	P-MTAB-79122	P-MTAB-79115	7509379022_C	P-MTAB-79116	7509379022_C:biotin	biotin	P-MTAB-79117	7509379022_C:biotin	array assay	A-MEXP-2087	ArrayExpress	P-MTAB-79118	StudyID_010_Raw_data_matrix_file.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-7219/E-MTAB-7219.raw.1.zip	P-MTAB-79121	StudyID_010_Processed_data_matrix_file.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-7219/E-MTAB-7219.processed.1.zip	biphasic calcium phosphate	1150	degree celsius	EFO	UO_0000027
7509379022_G	Homo sapiens	bone	fibroblast	MG-63 cell	osteosarcoma	biphasic calcium phosphate	1150	degree celsius	EFO	UO_0000027	not applicable	Xpand Biotechnology	cell	MG-63_BCP 1150_Xpand Biotechnology_HA=80;TCP=20_rep2	P-MTAB-79114	P-MTAB-79119	P-MTAB-79120	P-MTAB-79122	P-MTAB-79115	7509379022_G	P-MTAB-79116	7509379022_G:biotin	biotin	P-MTAB-79117	7509379022_G:biotin	array assay	A-MEXP-2087	ArrayExpress	P-MTAB-79118	StudyID_010_Raw_data_matrix_file.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-7219/E-MTAB-7219.raw.1.zip	P-MTAB-79121	StudyID_010_Processed_data_matrix_file.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-7219/E-MTAB-7219.processed.1.zip	biphasic calcium phosphate	1150	degree celsius	EFO	UO_0000027
7509379050_I	Homo sapiens	bone	fibroblast	MG-63 cell	osteosarcoma	biphasic calcium phosphate	1300	degree celsius	EFO	UO_0000027	not applicable	Xpand Biotechnology	cell	MG-63_BCP 1300_Xpand Biotechnology_HA=80;TCP=20_rep2	P-MTAB-79114	P-MTAB-79119	P-MTAB-79120	P-MTAB-79122	P-MTAB-79115	7509379050_I	P-MTAB-79116	7509379050_I:biotin	biotin	P-MTAB-79117	7509379050_I:biotin	array assay	A-MEXP-2087	ArrayExpress	P-MTAB-79118	StudyID_010_Raw_data_matrix_file.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-7219/E-MTAB-7219.raw.1.zip	P-MTAB-79121	StudyID_010_Processed_data_matrix_file.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-7219/E-MTAB-7219.processed.1.zip	biphasic calcium phosphate	1300	degree celsius	EFO	UO_0000027
7509379059_B	Homo sapiens	bone	fibroblast	MG-63 cell	osteosarcoma	biphasic calcium phosphate	1300	degree celsius	EFO	UO_0000027	not applicable	Xpand Biotechnology	cell	MG-63_BCP 1300_Xpand Biotechnology_HA=80;TCP=20_rep1	P-MTAB-79114	P-MTAB-79119	P-MTAB-79120	P-MTAB-79122	P-MTAB-79115	7509379059_B	P-MTAB-79116	7509379059_B:biotin	biotin	P-MTAB-79117	7509379059_B:biotin	array assay	A-MEXP-2087	ArrayExpress	P-MTAB-79118	StudyID_010_Raw_data_matrix_file.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-7219/E-MTAB-7219.raw.1.zip	P-MTAB-79121	StudyID_010_Processed_data_matrix_file.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-7219/E-MTAB-7219.processed.1.zip	biphasic calcium phosphate	1300	degree celsius	EFO	UO_0000027
7509379016_K	Homo sapiens	bone	fibroblast	MG-63 cell	osteosarcoma	hydroxyapatite	1250	degree celsius	EFO	UO_0000027	not applicable	Xpand Biotechnology	cell	MG-63_HA 1250_Xpand Biotechnology_rep1	P-MTAB-79114	P-MTAB-79119	P-MTAB-79120	P-MTAB-79122	P-MTAB-79115	7509379016_K	P-MTAB-79116	7509379016_K:biotin	biotin	P-MTAB-79117	7509379016_K:biotin	array assay	A-MEXP-2087	ArrayExpress	P-MTAB-79118	StudyID_010_Raw_data_matrix_file.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-7219/E-MTAB-7219.raw.1.zip	P-MTAB-79121	StudyID_010_Processed_data_matrix_file.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-7219/E-MTAB-7219.processed.1.zip	hydroxyapatite	1250	degree celsius	EFO	UO_0000027
7509379018_H	Homo sapiens	bone	fibroblast	MG-63 cell	osteosarcoma	hydroxyapatite	1250	degree celsius	EFO	UO_0000027	not applicable	Xpand Biotechnology	cell	MG-63_HA 1250_Xpand Biotechnology_rep2	P-MTAB-79114	P-MTAB-79119	P-MTAB-79120	P-MTAB-79122	P-MTAB-79115	7509379018_H	P-MTAB-79116	7509379018_H:biotin	biotin	P-MTAB-79117	7509379018_H:biotin	array assay	A-MEXP-2087	ArrayExpress	P-MTAB-79118	StudyID_010_Raw_data_matrix_file.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-7219/E-MTAB-7219.raw.1.zip	P-MTAB-79121	StudyID_010_Processed_data_matrix_file.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-7219/E-MTAB-7219.processed.1.zip	hydroxyapatite	1250	degree celsius	EFO	UO_0000027
7509379022_H	Homo sapiens	bone	fibroblast	MG-63 cell	osteosarcoma	hydroxyapatite	1250	degree celsius	EFO	UO_0000027	not applicable	Xpand Biotechnology	cell	MG-63_HA 1250_Xpand Biotechnology_rep3	P-MTAB-79114	P-MTAB-79119	P-MTAB-79120	P-MTAB-79122	P-MTAB-79115	7509379022_H	P-MTAB-79116	7509379022_H:biotin	biotin	P-MTAB-79117	7509379022_H:biotin	array assay	A-MEXP-2087	ArrayExpress	P-MTAB-79118	StudyID_010_Raw_data_matrix_file.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-7219/E-MTAB-7219.raw.1.zip	P-MTAB-79121	StudyID_010_Processed_data_matrix_file.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-7219/E-MTAB-7219.processed.1.zip	hydroxyapatite	1250	degree celsius	EFO	UO_0000027
7509379022_L	Homo sapiens	bone	fibroblast	MG-63 cell	osteosarcoma	hydroxyapatite	1150	degree celsius	EFO	UO_0000027	not applicable	Xpand Biotechnology	cell	MG-63_HA 1150_Xpand Biotechnology_rep3	P-MTAB-79114	P-MTAB-79119	P-MTAB-79120	P-MTAB-79122	P-MTAB-79115	7509379022_L	P-MTAB-79116	7509379022_L:biotin	biotin	P-MTAB-79117	7509379022_L:biotin	array assay	A-MEXP-2087	ArrayExpress	P-MTAB-79118	StudyID_010_Raw_data_matrix_file.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-7219/E-MTAB-7219.raw.1.zip	P-MTAB-79121	StudyID_010_Processed_data_matrix_file.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-7219/E-MTAB-7219.processed.1.zip	hydroxyapatite	1150	degree celsius	EFO	UO_0000027
7509379052_G	Homo sapiens	bone	fibroblast	MG-63 cell	osteosarcoma	hydroxyapatite	1150	degree celsius	EFO	UO_0000027	not applicable	Xpand Biotechnology	cell	MG-63_HA 1150_Xpand Biotechnology_rep1	P-MTAB-79114	P-MTAB-79119	P-MTAB-79120	P-MTAB-79122	P-MTAB-79115	7509379052_G	P-MTAB-79116	7509379052_G:biotin	biotin	P-MTAB-79117	7509379052_G:biotin	array assay	A-MEXP-2087	ArrayExpress	P-MTAB-79118	StudyID_010_Raw_data_matrix_file.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-7219/E-MTAB-7219.raw.1.zip	P-MTAB-79121	StudyID_010_Processed_data_matrix_file.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-7219/E-MTAB-7219.processed.1.zip	hydroxyapatite	1150	degree celsius	EFO	UO_0000027
7509379059_H	Homo sapiens	bone	fibroblast	MG-63 cell	osteosarcoma	hydroxyapatite	1150	degree celsius	EFO	UO_0000027	not applicable	Xpand Biotechnology	cell	MG-63_HA 1150_Xpand Biotechnology_rep2	P-MTAB-79114	P-MTAB-79119	P-MTAB-79120	P-MTAB-79122	P-MTAB-79115	7509379059_H	P-MTAB-79116	7509379059_H:biotin	biotin	P-MTAB-79117	7509379059_H:biotin	array assay	A-MEXP-2087	ArrayExpress	P-MTAB-79118	StudyID_010_Raw_data_matrix_file.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-7219/E-MTAB-7219.raw.1.zip	P-MTAB-79121	StudyID_010_Processed_data_matrix_file.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-7219/E-MTAB-7219.processed.1.zip	hydroxyapatite	1150	degree celsius	EFO	UO_0000027
7509379016_E	Homo sapiens	bone	fibroblast	MG-63 cell	osteosarcoma	tricalcium phosphate	1050	degree celsius	EFO	UO_0000027	not applicable	Xpand Biotechnology	cell	MG-63_TCP 1050_Xpand Biotechnology_rep3	P-MTAB-79114	P-MTAB-79119	P-MTAB-79120	P-MTAB-79122	P-MTAB-79115	7509379016_E	P-MTAB-79116	7509379016_E:biotin	biotin	P-MTAB-79117	7509379016_E:biotin	array assay	A-MEXP-2087	ArrayExpress	P-MTAB-79118	StudyID_010_Raw_data_matrix_file.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-7219/E-MTAB-7219.raw.1.zip	P-MTAB-79121	StudyID_010_Processed_data_matrix_file.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-7219/E-MTAB-7219.processed.1.zip	tricalcium phosphate	1050	degree celsius	EFO	UO_0000027
7509379052_H	Homo sapiens	bone	fibroblast	MG-63 cell	osteosarcoma	tricalcium phosphate	1050	degree celsius	EFO	UO_0000027	not applicable	Xpand Biotechnology	cell	MG-63_TCP 1050_Xpand Biotechnology_rep2	P-MTAB-79114	P-MTAB-79119	P-MTAB-79120	P-MTAB-79122	P-MTAB-79115	7509379052_H	P-MTAB-79116	7509379052_H:biotin	biotin	P-MTAB-79117	7509379052_H:biotin	array assay	A-MEXP-2087	ArrayExpress	P-MTAB-79118	StudyID_010_Raw_data_matrix_file.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-7219/E-MTAB-7219.raw.1.zip	P-MTAB-79121	StudyID_010_Processed_data_matrix_file.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-7219/E-MTAB-7219.processed.1.zip	tricalcium phosphate	1050	degree celsius	EFO	UO_0000027
7509379059_A	Homo sapiens	bone	fibroblast	MG-63 cell	osteosarcoma	tricalcium phosphate	1050	degree celsius	EFO	UO_0000027	not applicable	Xpand Biotechnology	cell	MG-63_TCP 1050_Xpand Biotechnology_rep1	P-MTAB-79114	P-MTAB-79119	P-MTAB-79120	P-MTAB-79122	P-MTAB-79115	7509379059_A	P-MTAB-79116	7509379059_A:biotin	biotin	P-MTAB-79117	7509379059_A:biotin	array assay	A-MEXP-2087	ArrayExpress	P-MTAB-79118	StudyID_010_Raw_data_matrix_file.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-7219/E-MTAB-7219.raw.1.zip	P-MTAB-79121	StudyID_010_Processed_data_matrix_file.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-7219/E-MTAB-7219.processed.1.zip	tricalcium phosphate	1050	degree celsius	EFO	UO_0000027
